text,label
ফাল্টু বিক্রেতা ।ফাল্টু আকতা পণ্য ।,0
"সাউন্ড লিক কোরে আর সাউন্ড কোয়ালিটি খুব ই খারাপ।
 ",0
"মোটামোটি ,না কিনাই ভালো",0
"খুবই বাজে প্রোডাক্ট ।  চার্জ হয়না , সাউন্ড কোয়ালিটিও খারাপ কিছু শোনা যায়না।",0
এখান থেকে কিনবেন না .. তারা ত্রুটিযুক্ত পণ্য বিক্রয়..আর বিক্রেতার আচরণ খুব খারাপ,0
1টা স্টার দিলেও ভুল হবে,0
খুবই বাজে ছিল আনার দুইদিন পরে বাম কানের টা নষ্ট হয়ে গেছে,0
ভাল না ১সমাপ্ত চালিয়ে রিভিউ দিচ্ছি। ১বার ও  চার্জ করা যায় না।১ম বার দারাজ থেকে হতাশ হলাম,0
খুব ই বাজে সিলো ,0
"কানেক্ট হয় না,হইলেও বারবার অফ হয়ে যায়,বাজে প্রোডাক্ট।",0
"হতাশ হলাম।
আনার পর দুটোর সাউন্ড প্রব্লেম অনেক হয়েছে। ভালো প্রোডাক্ট দেয়া উচিত ছিল",0
আপনাদের মতো সেলারের জন্য দারাজের নাম খারাপ হচ্ছে চাইছি কোন টা আর দিছেন কোনটা,0
"খুব একতা ভালোনা, চার্জ একডম ই থাকেনা 20 মিনিট থাকে শুধু",0
"ওয়ান টাইম মাল, এগুলা সেলারদের না বেচাই উচিত হবে",0
আমি বললাম হলুদ রঙের  আসছে সাদা রঙের,0
চার্জ কম থেক ... এটাই থেকে প্রধান জিনিস ...,0
আমি ভাবছিলাম ফ্রি লোফাহ টা দিবে না। কারণ অনেকেই নাকি পায় নাই। কিন্তু আমি পেয়েছি। যাক আলহামদুলিল্লাহ প্রডাক্ট এর মেয়াদমেয়াদও অনেক দিন আছে,2
"বডি ওয়াশ আর লোফাটা সত্যিই অসাধারণ, কম দামে ভালো প্রোডাক্ট, রিকমেন্ডেট ",2
পোডাকট ভালো নিতে পারেন ধন্যবাদ সেলার ও দারাজ কে,2
কম দামে ভালো জিনিস পেলাম মেয়াদ আছে বাজারের থেকেও কম দাম সব মিলিয়ে ভালো জিনিস পেয়েছি,2
বেশ সুন্দর ফ্র‍্যাগর‍্যান্স! বডিওয়াশটাও বেশ ভালো। ধন্যবাদ ডিসকাউন্ট প্রাইস অফার আর ফ্রি গিফট প্যাক এর জন্য।,2
পণ্যগুলো যেমন চেয়েছি তেমনি পেয়েছি। প্যাকিংটা সুন্দর হয়েছে। ৩ দিনের মধ্যে ডেলিভারি পেয়েছি।,2
প্যাকেজিং ভালো ছিলো। সাবান এর মেয়াদ আছে অনেক দিন। ডেলিভারি তাড়াতাড়ি ছিলো। সবমিলিয়ে স্যাটিসফাইড   আর বাজার মূল্য থেকে কমেই পেয়েছি। ধন্যবাদ দারাজ ও সেলারকে।,2
লাইফ বয় সাবান এর সাথে ফ্রি পেলাম ধন্যবাদ  ,2
"আলহামদুলিল্লাহ। লাইফবয় সাবান টা ভালো। অরিজিনাল লাইফবয় সাবান এটা। প্যাকেজিং ভালো,ধন্যবাদ সেলার ভাই",2
বর্তমান বাজারের দাম অনুযায়ী অনেক ভালো। মেয়াদ ও আছে। ধন্যবাদ সেলার ভাই।,2
"খুব সুন্দর প্যাকেজিং করা ছিলো,মেয়াদ ২০২৫ সাল পর্যন্ত, ধন্যবাদ সেলার এবং দারাজকে এত কম দামে কেনার সুযোগ করে দেয়ার জন্য।",2
"মেয়াদ অনেক দিনের আছে, আপনারা চাইলে নিতে পারেন",2
প্রডাক্ট অক্ষত অবস্থায় হাতে পেয়েছি। প্রডাক্ট এর মেয়াদও আছে। আশা করছি ভালো লাগবে ব্যবহার করে। ধন্যবাদ সেলার ও দারাজকে।,2
ভালো সাবান। এর আগেও নিয়েছি খুব ভালো।,2
প্যাকেজিং অনেক ভাল ছিল। প্রোডাক্ট গুলো অনেক ভালো ছিল। সাবানের মেয়াদ ছিল অনেক দিন। ধন্যবাদ দারাজ কে।,2
"অনেক ভালো মানের একটি লাইফবয় সাবান, বাজারে থেকে অনেক কম দামে পেয়েছে সবাই নিতে",2
অনেক সুন্দর প্রোডাক্ট ।।কম দামে পেয়েছি।।মেয়াদ আছে আরো ১২ মাস।সবাই নিতে পারেন।ধন্যবাদ সেলার ও দারাজকে।,2
অনেক ভালো সাবান লাইফবয়।একদম অরিজিনাল। অল্পতেই অনেক ফ্যানা হয়। ধন্যবাদ দারাজ।,2
ধন্যবাদ সেলারকে। একদম অরজিনাল প্রোডাক্ট দেয়ার জন্য। তবে দামটা একটু কম হলে ভাল হত।,2
৩৭ টাকায় ১০০ গ্রামের লাইব বয় সাবান কিনলাম। মোটামুটি কাজের জন্য ঠিক আছে। অল্প টাকায় চাইলে আপনারা নিতে পারেন। গাই রেট ৩৮ টাকা,2
আলহামদুলিল্লাহ আজ পেয়েছি। প্যাকেজিং খুব ভালো ছিলো। ধন্যবাদ সেলার ও দারাজকে।,2
"লাইফ বয় সাবান সম্পর্কে আমি কেন, কেউই খারাপ রিভিউ দিতে পারবে না।",2
ভাল জিনিস। চাইলে আপনিও নিতে পারেন। পেলাম। সেলারের ব্যবহার ভাল।,2
আমি তো অবাক। দুইটা পেকেট শ্যাম্পুও গিফট পেলাম। ঠিকঠাক পেয়েছি সাবান,2
দূঃখের সাথে জানাচ্ছি ২টা সাবানের মধ্যে ১টা পাইছি। বাজে অভিজ্ঞতা।,0
দূঃখের সাথে জানাচ্ছি বাজে অভিজ্ঞতা।,0
প্রোডাক্ট এর মান ভাল। দামটা আরেকটু কম হলে ভাল হত..,2
আলহামদুলিল্লাহ সঠিক প্রোডাক্ট দেওয়ার জন্য দারাজ সেলার ভাইকে ধন্যবাদ,2
আলহামদুলিল্লাহ প্রোডাক্ট হাতে পেয়েছি ধন্যবাদ সেলারকে,2
আলহামদুলিল্লাহ আজ পেয়েছি প্যাকেজিং ভালো। ধন্যবাদ সেলার ও দারাজকে।,2
"কি বলবো ঢাকার বাইরে এত ফাস্ট ডেলিভারিতে পাবো কখনো আশাই করিনি, অর্ডার করার ৫ দিন পর পণ্য হাতে পাইছি পণ্যের গুনগতমান খুবই ভালো। ধন্যবাদ দারাজ এবং সেলারকে।",2
অসাধারণ। মেয়াদ ও ঠিক মতো আছে।,2
মোটামুটি ভালো। কেন জানি এটা ভালো লাগে নি।ক্লোজ আপের একটা প্রোডাক্ট না থাকায় এটা নিলাম। যদিও এক ফেক্টরির মাল,2
"প্রডাক্ট এবং প্যাকেজিং, কোয়ালিটি, ডেলিভারি, সবকিছু সুন্দর ছিল। ধন্যবাদ দারাজ এবং সেলার! শুভকামনা রইলো!",2
ধন্যবাদ সেলার কে ঠিকঠাক ভালো জিনিস দেওয়ার জন্য। ওপেন মার্কেট থেকে কমে পেলাম।,2
সেনোরার এই স্যানিটারি ন্যাপকিন টা এইবার প্রথম কিনলাম। আমার কাছে ভালোই লেগেছে। দাম আরেকটু কমালে ভালো হবে।,1
দারাজ মানেই অলপ টাকায় ভালো জিনিস। পোডাকটা এত সুন্দর কি বলব! অবিশ্বাস্য খুব অলপ টাকায় এই বড় প্যাকেট টা পেয়েছি।আলহামদুলিলাহ। শুকরিয়া সেলার এনড দারাজ কে।,2
১২৬ টাকা করে নিয়েছি। খারাপ না ভালো। ধন্যবাদ দারাজ কে তারাতাড়ি ডেলিভারি দেওয়ার জন্য।,1
ওসোকা  নাম দিয়ে এইটা দিয়েছে. খুব কম এটায় কেও নিবেন না,0
মোটা মুটি কাজ চালে,1
"দই নাম্বারি করার যায়গা পান না কি। এটা টো ৫৷ ভাগ এর ১ ভাগ,দিছেন",0
"একবারে খারাপ প্রোডাক্ট, দয়া করে কেউ কিনবেন না পণ্যটি।",0
ট্যাব অনেক কম ভালো না,0
ফালতু প্রোডাক্ট। কথার সাথে কাজের কোন মিল নাই। ওরা বেইমান প্রতার।,0
টেপটা ভালো না এবং অনেক চিকন নাম দেওয়া আছে ওচাকা কিন্তু ওচাকা না,0
"এক কথায় থার্ড ক্লাস কোয়ালিটি। নকল প্রডাক্ট। প্রস্থে ছোট, দৈর্ঘ্যে ছোট। সব দিকেই কম।",0
খুবেই খারাপ টেপ ১২ পিচ এর কম দিয়েছে,0
একদম বাজে টেপ দুই নাম্বার পুরই লস,0
খুব বাজে ,0
অনেক চোট,0
ভালো না চিকন খুব,0
এত পাতলা কেন??,0
মোটামুটি ভাল,2
টেপ অর্ধেক।,0
"ছবিতে যে পণ্যটা দেয়া আছে সেইটা দিয়ে দিয়েছে অন্যটা। আমি বলেও দিলাম ছবিতে যেটা দেয়া আছে সেইটা দেয়ার জন্য, তারপরও অন্যটা দিয়েছে।",1
ফার্মেসির দোকানে গায়ের মূল্যেই কিনতে হয় কিন্তু দারাজ থেকে অনেক কম মূল্যেই কিনতে পারলাম ধন্যবাদ,2
"অল্প দিনেই পণ্য হাতে পেয়েছি। কিন্তু প্যাকেটের কোথাও মেয়াদ উত্তীর্ণের তারিখ, উৎপাদনের তারিখ লেখা নেই। এই বিষয় ছাড়া কোনো অভিযোগ নেই।",1
প্রোডাক্ট এবং প্যাকিং দুইটাই ভালো ছিলো তবে ডেলিভারি দিয়েছে অর্ডার দেওয়ার ১১দিন পরে।,2
সেনোরা কনফিডেন্স তো নিঃসন্দেহে ভালো এবং আরামদায়ক। বাকি দারাজের কল্যানে বাজারমূল্য থেকে অনেক কম দামে পাওয়া গেলো।,2
"সব ঠিকঠাক ছিলো, মেয়াদ ও ছিলো",2
প্যাকিং খুব ভাল ছিলো।। সঠিক পন্য পেয়েছি।। ধন্যবাদ সেলার এবং দারাজ কে।।,2
সব কিছু ভালো ছিল...  ,2
ভালো ছিল নিতে পারেন,2
"খুবই ভালো,আমার খুব পছন্দ হয়েছে,মেয়াদও আছে অনেকদিন,আর বাজারমূল্য থেকে কম দামে পেয়েছি,সবমিলে এমন পণ্যের জন্য দারাজ কে অনেক ধন্যবাদ।",2
সব ঠিকাছে এক্সট্রা ভাবে কিছু বলার নাই! জিনিসটা ছেলেদের জন্য অনেক ভালো,2
ধন্যবাদ দারাজ এবং সেলার কে সঠিক পণ্য গুলো দেওয়ার জন্য তবে একটা গিফট আশা করেছিলাম সেটা না পাওয়ায় একটু হতাশ হয়েছিলাম ধন্যবাদ মেরিকো  ,2
আলহামদুলিল্লাহ প্রডাক্ট ভালো ছিল ধন্যবাদ দারাস কে ধন্যবাদ সেলার ভাই কে,2
"প্যাকেজিং খুবই ভালো ছিল ,খুব দ্রুত ডেলিভারি পেয়েছিলাম, পন্য বেশ ভালো, সেলার খুবই ভালো ছিল। সব মিলিয়ে আমি সন্তুষ্ট ধন্যবাদ দারাজ এবং সেলার কে।",2
অসংখ্য ধন্যবাদ সেলার ভাইকে সঠিক সময়ে সঠিক প্রোডাক্টটি পাঠিয়ে দেওয়ার জন্যে।,2
খুব সুন্দর একটি প্রোডাক্ট প্যাকেজিং খুব ভাল ছিল 12 ঘন্টার ভিতরে ডেলিভারির পেয়েছি ধন্যবাদ।,2
দুটি পণ্যই অনেক ভালো। চোখ বন্ধ করে নিতে পারেন।,2
ধন্যবাদ সেলার ভাই কে ক্রয়কৃত সঠিক পণ্যটি দেওয়ার জন্য।,2
মোটামুটি কম দামেই পেয়েছি। আর মেয়াদও যথেষ্ট সময় পর্যন্ত রয়েছে। ভালো ব্র্যান্ডের ভালো প্রোডাক্ট। ধন্যবাদ দারাজকে।,2
ফেসওয়াশ টা খুবই ভালো। ব্যবহার করে দেখেছি মুখে গ্লো আসে । আর সাথে গিফট ও দিয়েছে,2
প্রোডাক্টটি আমার কাছে খুবই ভালো লাগছে আগেও একবার নিয়েছিলাম ধন্যবাদ দারাজ এবং সেলার কে,2
পুরুষদের জন্য খুবই কার্যকরী একটা ফেসওয়াস যা ব্যাবহারে ত্বক সুরক্ষিত থাকে।,2
আলহামদুলিল্লাহ ভালো ছিলো মেয়াদ ও ঠিক আছেকম দামে অনেক ভালো প্রোডাক্ট,2
আলহামদুলিল্লাহ আজকে পাইলাম। খুব ভালো ভাবে প্যাকেট করা ছিল।নতুন প্রোডাক্ট। আশাকরি ব্যাবহার করে ভালো ফল পাবো।মেয়াদ ও ওনেক বেশি আছে।ধন্যবাদ,2
ফেসওয়াশ টা সত্যিই অসাধারণ। ভাউচার ব্যবহার করে ৮৭ টাকায় পেয়েছি।দারাজকে অসংখ্য ধন্যবাদ ।,2
ধন্যবাদ সেলারকে কোয়ালিটি সম্পন্ন প্রডাক্ট দেবার জন্য। আর সাথে বোনাস হিসেবে শ্যাম্পু ও তেল। এভাবে ফ্রী দিলে আমরাও উৎসাহ পাব।,1
আলহামদুলিল্লাহ প্রোডাক্ট ঠিকঠাক পেয়েছি। ডেলিভারি অনেক দ্রুত হয়েছে।কোন সমস্যা নেই।,2
যদিও গায়ের স্টিকার টা আলগা লাগানো তাই একটু সন্দেহ হচ্ছে আশা করি প্রোডাক্ট ভালো। যদি খরাপ হয় তাহলে এক সপ্তাহ পর রিভিউ পরিবর্তন করবো।মাত্র ২দিনে হাতে পেয়েছি ঘ্রান টাও মোটামুটি ভালো,2
একটা ঠিকঠাক প্রোডাক্ট পেয়েছি ব্যাটারিটা যদি ঠিকঠাকমতো সার্ভিস দেয় তাইলে আলহামদুলিল্লাহ,2
একদম পারফেক্ট আছে সব তাড়াতাড়ি হাতে পেয়েছি। ধন্যবাদ অনেক সেলার কে। প্যাকেজিং + প্রোডাক্ট অসাধারণ। নিতে পারেন যে কেউ প্রোডাক্ট ভালো।,2
খুবই ভালো প্রডাক্ট প্যাকেজিং অনেক ভালো ছিল। ভালো সেলার। ডেলিভারি ম্যান অনেক বিনয়ী ছিল। আপনারা চাইলে নিতে পারেন।,2
"প্রোডাক্ট পছন্দ হয়েছে, কম দামে মোটামুটি ভালো প্রোডাক্ট পেয়েছি। সার্ভিস কেমন দেয় সেটাই দেখার বিষয়। ধন্যবাদ সংশ্লিষ্ট সকলকে",2
"একবার ব্যবহার করার পর রিভিউ দিচ্ছি,ট্রিমারটি সত্যিই ভালে। চাইলে নিতেই পারেন। সবকিছু ঠিকঠাক মতোই পেয়েছি,প্যাকেজিংও ভালোই ছিল।",2
পরিমানে কম।,0
খুবই বাজে পন্য,0
মোটামোটি,1
বেশি ভালো না,0
"টেপের কোয়ালিটি খুবই খারাপ। লাল কালার সিলেক্ট করেছিলাম কিন্তু সেলারে কাল,লাল মিলিয়ে দিয়েছে। খুব পাতলা টান দিলেই ছিড়ে যায়। পরিমানে ও কম দেওয়া। ১২৫টাকায় ফ্রি ডেলিভেরিতে কিনেছি। রাইডারের ব্যাবহার খুভই ভাল। এভাবে ফ্রি ডেলিভেরি দিলে অনেক প্রডাক্ট ওই নেওয়া যায়, প্রাইজ ও সাধ্যমত।",0
"দাম কম ভেবে কেউ ভাবিয়েন না যে জিতে যাচ্ছেন। বাজারে নরমালি যে সাইজের টেপ পাওয়া যায়, এটা কিন্তু সেই সাইজের নয়। বাজারের ২ টা সমান এই টেপ ৩ টা। কোয়ালিটিও বাজারের গুলো থেকে লো। সেলার দেখিয়েছে যে এগুলো ১২ টা ২২০ টাকার টেপ। পুরাই বাটপারি।",0
টেপের গায়ে ওসকা লেখা নাই। পুরাই বাজে কোয়ালিটি টেপ। অরিজিনাল টেপ এর অর্ধেক পরিমাণ দিছে এবং চিকন। খেলার জন্য কোন ভাবেই এইটা উপযোগী না। ইলেকট্রিক এর কাজের জন্য হলে নিতে পারেন।,0
কাস্টমারের সঙ্গে ফাইজলামি করার একটা লিমিটেশন আছে ভাই এত বাজে পার্সেল কখনো দেখি নাই আমি যে টেপের দাম হওয়া উচিত সর্বোচ্চ ১০ টাকা এই সেলার একদমই বাজে ইনার কাছ থেকে কেউ কখনো কোন প্রোডাক্ট কিনবেন না সবাইকে সতর্কতা অবলম্বন করার জন্য অনুরোধ করছি,0
যে রকমটা বললেন সেরকমটা তো দিলেন না। এই টেপ দিয়ে তো একটা বল ঠিক মতো প্যাচাই যায় না।। আবার তার উপর টেপটা এত ছোট আর এত পাতলা একদম বাজে।। আমি নিয়ে খুবই বোকামি করছি এটা ভালো হয়নি।।।।,0
আসা করেছিলাম ভালো একটা প্রোডাক্ট পাবো দুক্কের বিসয় হলো ৬টাকার নিজিস ১২টাকা রাকছে।,0
মনে করেচিলাম ২০ টাকার টেপ হবে কিন্তু এইটা ১০ টাকার টেপ। এত টাকায় ১০ টাকার টেপ কেউ বিক্রি করে। ১০০ টাকার বাউচার তাকায় বেছে গেছি। ২৫ টাকা পড়েছে ডেলিভারি সহ ৩৫ টাকা।,0
"একদম নরমাল, টান দেওয়ার আগেই ছিরে যায় ",0
পরিমাণে খুবই কম।,0
একেবারে বাজে প্রোডাক্ট কেউ কিনবেন না,0
"খুবই নিম্ন মানের প্রোডাক্ট,,,,পুরাই ফালতু জিনিস",0
যারা নিবে মারা খাবে,0
একদম ভালো না,0
বাজে টেপ এর নিচে টেপ হয় না,0
একদমই বাজে,0
"ফালতু জিনিস, টাকা নষ্ট করলাম। এতো নিম্নমানের হবে ভাবতেই পারি নাই। মানুষ ঠকানো বিজনেস বাদ দেন সেলার ভাই। মানুষ ঠকিয়ে বিজনেস করে কি হবে। সব কিছু রেখে কবরে যেতে হবে। তখন আপনার সম্পদ এর কি হবে।",0
"একেবারে হালকা, দুই ইঞ্চি টেপ ব্যবহার করা যায় না।",0
"অন্য কয়েকটা প্রডাক্ট এর সাথে নিয়েছিলাম। একটি বাক্সে সবগুলো এসেছে, কিন্তু বাক্সের মধ্যে এটা ছিল না।",0
"চেয়েছি কি আর পাঠাইলেন কি, ২ নম্বর ১ টা প্রডাক্ট পাঠিয়েছেন, কেউ এনাদের নিকট থেকে কিছু কিনবেন না।",0
"৩ টা পার্মানেন্ট মার্কার দেয়ার কথা ছিল, কিন্তু দুইটা পার্মানেন্ট দিছে, একটা নরমাল দিছে।",0
অর্ডার করেছিলাম পিংক কিন্তু পেয়েছি ব্লু । দারাজের প্যাকেজিং টা ভালো ছিল বাট ভিতরের যে প্যাকেট তা খুবই খুবই দুর্বল ছিল।যাই হোক সব মিলিয়ে মোটামুটি ভালো।,0
"পেন্সিল,ইরেজার,স্কেল,কাটার গুলো ভালো।তবে পেন্সিল বক্সের মান খুবই বাজে।আমি তো সেট এর ভেতরে ভাঙা পেন্সিল বক্স পেয়েছি। সেলারের অবশ্যই এটা দেখে প্যাকিং করা উচিত ছিলো।বক্সটা তো কোন কাজে ই আসবেনা।ফেলে দিতে হবে।প্যাকিং খুব একটা ভালো ছিলোনা।",0
"এটা এখান থেকে কেনার থেকে ছোট ভাইবোন দের দোকান থেকে ১০০ টাকার মাঝে ভালো জিনিস কিনে দেওয়া যায়। সব গুলো পেন্সিল, স্কেল, রাবার আর বক্স এর কোয়ালিটি খুব খারাপ। শুধু কলম টা আর আটগা টা একটু ভালো কিন্তু কলম টা তে পেন্সিল টা কোণভাবেই ভালোভাবে ঢুকানো যায়না ভেঙে যায়।। আমি সাজেস্ট করবো এটা না কেনার জন্য।",0
"খুবই বাজে প্রডাক্ট। টাকাগুলো সব নস্ট হলো। স্কেল টা ভাঙা। কলম বক্স টা এতই পাতলা ও নরম যে, হালকা চাপে ভেঙে যাবে।",0
আমার মনে হয় দাম অনুযায়ী ঠিক আছে কিন্তু পেন্সিল বক্সটা যে এত বাজে হবে বুঝতে পারিনি দরকার পরলে দাম আর একটু বারিয়ে রাখেন কিন্তু প্রোডাক্টের মান আর একটু ভালো হইলে ভালো হতো,0
বক্সের অবস্থা খুবই নাজুক। এই দামে এই প্রোডাক্ট না কিনে আর একটু বাজেট বাড়িয়ে অন্য প্রোডাক্ট কেনা ভালো হবে। টাকাটাই জলে গেল,0
মোটামুটি চলে,1
প্রডাক্ট ভালোই আছে ভালো লাগছে। নিতে পারেন তবে পেজ এটু বেশি থাকলে ভালো হতো।,2
একদম ভালো না।পেন্সিল ৩ টা নিয়েছি একটা ভাংজ্ঞা দিছে।আর ক্যানভাস প্যাড লিখে রেখেছে।দিছে নরমাল খাতার প্যাপার এর প্যাড।দুইটা খাতা যে পিক এ এক সাথে সাদা পেজ এর টা অন্য জায়গা থেকে নেওয়া। সাদা টা ক্যানভাস প্যাড। দারাজের টা নরমাল প্যাপার। পেজ গুলো হলুদ কালার।😡 ভালো ছিলো না।অনেক আসা নিয়ে কিনেছি।আপনাদের চেক করে দেওয়া উচিত।,0
"আমার টাকার যোগ্য নয়,,, দারাজ থেকে সবচেয়ে খারাপ",0
প্রাইস অনুযায়ী ঠিকই আছে। কিন্তু আরেকটু ভালো আশা করেছিলাম,0
আরও পেজ থাকলে ঠিক ছিলো।,2
সালারাবাটপারির একটা সিমা থাকা উচিত পেজ একটায় দিসে ১৪ টা আরেক টায় ২৪ টা । থাকার কথা ছিল ৩০ টা নরমাল আর্ট পেপার আবার মাঝে গর্ত । বাইন্ডার কালো ছিল না সাদা। এমন ভাবে লাগাইছে হাতে লাগার মত পরে আমরা ভেতরে ঢুকানোর চেষ্টা করেছি কাজ হয় নি। একদম ফালতু কেও নিবেন না এই ব*,0
আমি প্রডাক্ট এর যে সাইজ অর্ডার করেছি তা না দিয়ে অন্য সাইজের প্রডাক্ট পাঠিয়েছে।।আমি প্রডাক্ট রিটার্ন করে আমার টাকা ফেরত চাই।আর আমার প্রডাক্ট এর দাম দেখানো হয়েছে ৫৩টাকা কিন্তু আমাকে ডেলিভারি নেয়ার সময় দিতে হয়েছে ১১৭টাকা।এভাবে মানুষকে হয়রানি করার কোন মানে হয় না।,0
স্কেচ বইটি খুব নোংরা এবং কাগজটি এত ভাল নয় আমি সুপারিশ করছি যে এটি কিনবেন না আপনি ফটোতে দেখতে পারেন,0
85 টাকায় মাত্র 30 টা পেইজ। খাতার উপরের কভার কেমন ছিড়া ছিলো এই দোকানের কেনা কিছুই ভালো লাগে নি ,0
সাইজে অনেক ছোট একটা হাতের তালুর সাইজ। এ৫সাইজ টা এতো ছোট হয়? এ৪ সাইজই তো কতো বড় হয়। এটা ঠিক করেননি। খুবই প্রয়োজনে অর্ডার করেছিলাম। এতো ছোট কোনো কাজেই আসবেনা আমার,0
অর্ডার দিলাম এ পেলাম বি মানে টা কি ,0
চেয়েছি  সাইজ দিয়েছে অনেক ছোট প্যাড। খুব বাজে কাজ এটা।,0
ছবিতে যে রকম দেখানো হয়েছিল সেরকম প্রোডাক্ট পায়নি ।,0
খুব খুব বাজে ,0
অর্ডার ছিল দিয়েছেন  এভাবে প্রতারণা করে কতদিন ঠিকে থাকবেন?,0
"এমনি তে ভালো বাট অনেক ছোট আর একটু বড় হলে ভালো হতো,,",1
কাগজের মান ভালো নয়।,0
যে কালার অর্ডার করছি ওই কালার দেয় নাই। মনে চায় থাপ্পড় দেই,0
আমি দুটি অর্ডার করেছি। এবং তাদের মধ্যে একটি খালি ছিল,0
আমি একটা  আর একটা  করছিলাম।কিন্তু দুটাই দিলেন কেনো।,0
"সেলার অন্য প্রোডাক ডেলিভারি দিয়েছে, তাই রির্টান অনুরোধ করেছি, এই ধরনের সেলার দারাজের সুনাম নষ্ঠ করছে, তাই কতৃপক্ষ কে ব্যাবস্থা নেওয়ার অনুরোধ করেছি",1
আমি এই ২ বার daraz থেকে খারাপ পন্য পেয়েছি এই ছারা আমি ১০-১৫ বার থেকে পন্য আনছি কোনো সমস্যা হয় নাই। এমনিতে এই পন্যের মান টা ভালো ছিলো। আপনারা চাইলে নিতে পারেন কোনো সমস্যা হবে না।,0
স্ক্যামার!! আমি এই দোকান থেকে 895tk মূল্যের বেশ কিছু পণ্য অর্ডার করেছি। এই প্রতারকরা আমার অর্ডার করা পণ্যের পরিবর্তে আমাকে একটি একক সস্তা কলম পাঠিয়েছে। কি প্রতারণা!! স্ক্যামার বিক্রেতাকে এই বোকা কলমের জন্য আমি যে পরিমাণ অর্থ প্রদান করেছি তা ফেরত চাই। এই আপত্তিজনক!!!,0
"ছবিতে দেখানো হয়েছে মেটাল আর হাতে পেয়েছি প্লাস্টিকের, আমি ১ পিছ স্যাম্পল নিয়েছিলাম আমার ফ্যাক্টরির জন্য, আমার কাছে ভালো লাগেনি।।।",0
"ভাই মানুষকে ঠকানো বাদ দেন এই প্রোডাক্ট গুলা আমি দেখছি এগুলা সর্বোচ্চ আপনার ১০০ থেকে ১৫০ টাকা করে বিক্রি করতেছে,,, আপনার প্রোডাক্ট পিকটার সাথে ই প্রোডাক্ট এর কোন সম্পর্ক আছে কিনা",0
আমি মনে করেছিলাম মেটাল দিয়ে তৈরি বডি। এখন দেখছি প্লাস্টিকের বডি। কাটিং হেক্টর খুব একটা ভালো পড়ে নাই। কোনরকম কাজ চলে। তবে খাজনার চেয়ে বাজনা বেশি। এটা ব্যবহার করার চেয়ে হাতে কাজ করাটা অনেক সহজ ও সময় সাশ্রয়ী।,0
অকেজো পণ্য,0
যতটা ভালো ভেবেছিলাম ততটা ভালো না মোটামুটি চলে। অনেক ছোট এই pouch টা। সেলার এর কাছ থেকে এটা আশা করিনি।,1
প্রত্যাশার চেয়ে ছোট,0
স্টিকারগুলো সুন্দর কিন্তু দাম অনুযায়ী আরো ভালো হওয়া উচিত ছিল ।,1
স্টিকার কাজ করছে না কেন? আমাকে বলুন বা আমি ফেরত দেব,1
অনেক ছোট একটা বই,0
এই ড়াইরী গুলো কেউ ভুলে ও নিবে না যেই টা অর্ডার করেছি সেই টা দেই না অন্য কালার ডুকরাই দেই,0
ডাইরিটা আমার কাছে ছোট হয়েছে,0
প্রোডাক্ট ঠিকঠাকই আছে। কিন্তু ডায়েরির সাইজ একটু ছোট।,1
ভালো কিন্তু খুবই ছোট ,1
ডাইরি টা অনেক ছোট আর লক টাও বেশি ভালো না আর ডাইরির বক্স ইঁদুরে কাটা আছিলো।,0
"কষ্টের টাকা দিয়ে পণ্য কিনি,কিন্তু এত বাজে প্রোডাক্ট আশা করা যায় না।আশা করি আমাদের মত কাষ্টমারদের কথা চিন্তা করে ভালো প্রোডাক্ট দিবেন।",0
এটা খেলনা ডাইরি মনে করছিলাম বড় বাট খুব ছোট,0
চাইছিলাম পিংক কালারের টা আর পেলাম কি....,0
পেন্সিল ২টা অর্ডার করেছিলাম।একটি একদম পার্ফেক্ট কিন্তু এইটি লেখার জন্য একদম নুন্যতম চাপ দিলেই লিড ভেংগে যায়।অফিসিয়াল ফেবার কেসেলের ০.৭mm লিড দিয়ে খাতায় লেখার জন্য হাল্কা চাপ দিলেই ভেংগে যায়।,0
প্লাস্টিক পেন্সিল। ভাবছিলাম মেটাল হবে।,0
আপনাদের উচিত ভাল প্রোডাক্ট দেয়া এবং খারাপ প্রোডাক্ট বাদ দিয়ে ডেলিভারি করা,0
"প্রতিটি টেপ এ ছত্রাক জমে আছে, অ,নেক দিন গুদামঘরে পড়ে ছিলো।আঠা কমে গেছে। এইভাবে মানুষকে ঠকানো ঠিক না।ভালো জিনিস দিতে না পারলে দিবেন না, পুরনো নষ্ট পন্য পাঠানো তো উচিত না। ",0
খুবই বাজে জিনিস পেলাম ঘামটাও একদম হালকা ধরতেই চায় না আর এত পাতলা যে বলার বাহিরে অল্প কিছুটা মাল,0
মাথা গরম করার মতো প্যাকেজিং জঘন্য,0
"প্যাকেজিং অত্যান্ত বাজে ছিল, টেপ চ্যাপ্টা অবস্থায় পাইছি।",0
"এটা নেওয়া ঠিক হবে না একদমই ভালো না, একদম লো কোয়ালিটি প্রোডাক্ট, এর থেকে ভালো বাজার থেকে নিলে আরো ভালো কোয়ালিটি নেওয়া যেত ",0
এই প্রোডাক্ট নেওয়ার আগে ১০বার চিন্তা করে নিবেন।কারণ আমার মতো লস খাবেন।এত অল্প কি আর বলবো।,0
